id,text
4337,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
2227,Should I be stalking u?
4429,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
867,I like to talk pa but am not able to. I dont know y.
1645,Please ask mummy to call father
4003,I'm glad. You are following your dreams.
2601,No. But we'll do medical missions to nigeria
1491,K come to nordstrom when you're done
4875,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
730,Just got up. have to be out of the room very soon. .... i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
2909,Boy you best get yo ass out here quick
2645,We confirm eating at esplanade?
1937,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
1111,Oh:)as usual vijay film or its different?
4205,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
4621,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
1186,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
2008,Moji i love you more than words. Have a rich day
194,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
1516,"The <#> g that i saw a few days ago, the guy wants sell wifi only for <#> and with 3g for <#> . That's why i blanked him."
579,Ya srsly better than yi tho
2124,Just wanted to say holy shit you guys weren't kidding about this bud
1430,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
3847,I think just yourself ...Thanks and see you tomo
5112,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
1847,You want to go?
132,"Dear, will call Tmorrow.pls accomodate."
179,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
4616,I'm vivek:)i got call from your number.
2886,Your bill at 3 is £33.65 so thats not bad!
2697,U sick still can go shopping?
4162,I've told you everything will stop. Just dont let her get dehydrated.
2813,Sir send to group mail check it.
2074,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
659,Ho ho - big belly laugh! See ya tomo
1897,What's a feathery bowa? Is that something guys have that I don't know about?
3555,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + <#> . Dont miss a delicious treat."
4276,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
343,One small prestige problem now.
4543,Wat happened to the cruise thing
728,Yes i will be there. Glad you made it.
4109,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
977,"Aight will do, thanks again for comin out"
2299,Hi! This is Roger from CL. How are you?
3652,Like a personal sized or what
1929,"Goodmorning, today i am late for <DECIMAL> min."
4447,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
3472,"I get out of class in bsn in like <#> minutes, you know where advising is?"
1300,Every monday..nxt week vl be completing..
4273,"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"""
4750,Nope thats fine. I might have a nap tho!
661,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
1791,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
3307,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
2982,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
3190,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
4771,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
4972,This is ur face test ( 1 2 3 4 5 6 7 8 9 <#> ) select any number i will tell ur face astrology.... am waiting. quick reply...
2894,Please leave this topic..sorry for telling that..
3853,K then 2marrow are you coming to class.
4408,"There'll be a minor shindig at my place later tonight, you interested?"
1279,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
3293,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
1622,Nah dub but je still buff
3931,Can not use foreign stamps in this country.
3942,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
68,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
4386,Anytime...
3465,Great! So what attracts you to the brothas?
4061,Ü all write or wat..
821,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
1227,I will see in half an hour
3208,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
4330,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
5045,Thank you. do you generally date the brothas?
2940,Pathaya enketa maraikara pa'
4607,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
5014,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
3937,How are you enjoying this semester? Take care brother.
1144,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
398,None of that's happening til you get here though
3114,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
4446,I'm not sure if its still available though
2956,Now am free call me pa.
1399,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
1660,Asking do u knw them or nt? May be ur frnds or classmates?
980,Umma. Did she say anything
1299,Aight sorry I take ten years to shower. What's the plan?
3435,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
83,Ok i am on the way to home hi hi
3296,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
4632,Yar... I tot u knew dis would happen long ago already.
4006,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
4051,Nope i'll come online now..
2452,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
424,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of <#> Lacs.there is no source to arng dis amt. <#> lacs..thats my prob
4485,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
1905,Delhi and chennai still silent.
4688,I want to go to perumbavoor
3976,"accordingly. I repeat, just text the word ok on your mobile phone and send"
4862,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
1566,Did u download the fring app?
4148,How come u got nothing to do?
840,Did he just say somebody is named tampa
501,What's the significance?
142,"Sir, Waiting for your mail."
1378,Do you work all this week ?
3960,Have you started in skye
4007,U can call now...
1139,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
4082,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
1788,Then cant get da laptop? My matric card wif ü lei...
3750,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
551,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
4570,Then anything special?
2020,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
949,"Haha awesome, omw back now then"
2423,Ok enjoy . R u there in home.
533,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
2906,"Sounds good, keep me posted"
1830,"Uh, heads up we don't have THAT much left"
3207,Then i buy.
4899,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
4123,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
1603,At 7 we will go ok na.
2239,Which is weird because I know I had it at one point
640,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
4991,"I can make it up there, squeezed <#> bucks out of my dad"
968,26th OF JULY
4380,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
2811,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
1684,I can do that! I want to please you both inside and outside the bedroom...
4052,ALSO TELL HIM I SAID HAPPY BIRTHDAY
4620,I want to see your pretty pussy...
3160,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
156,I'm leaving my house now...
2973,You're right I have now that I think about it
3039,We got a divorce. Lol. She.s here
1090,So lets make it saturday or monday as per convenience.
2843,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
4383,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
289,Haf u found him? I feel so stupid da v cam was working.
931,Shb b ok lor... Thanx...
4321,Lol ... I knew that .... I saw him in the dollar store
3896,Haf u eaten? Wat time u wan me 2 come?
3614,"Yeah that's what I thought, lemme know if anything's goin on later"
2534,No need for the drug anymore.
3528,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
943,Or better still can you catch her and let ask her if she can sell <#> for me.
4113,Yes just finished watching days of our lives. I love it.
4817,"Very strange. and are watching the 2nd one now but i'm in bed. Sweet dreams, miss u"
1699,Lmao ok I wont be needing u to do my hair anymore.
4865,"Jay wants to work out first, how's 4 sound?"
3168,Call him and say you not coming today ok and tell them not to fool me like this ok
2681,Some are lasting as much as 2 hours. You might get lucky.
3011,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3290,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
986,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
2969,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3352,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
3378,Ard 4 lor...
4935,But we havent got da topic yet rite?
982,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
3128,But i'm surprised she still can guess right lor...
2599,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
3857,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
3151,"That's fine, have him give me a call if he knows what he wants or has any questions"
4094,"Doing nothing, then u not having dinner w us?"
4142,Yar lor... How u noe? U used dat route too?
4872,U come n search tat vid..not finishd..
1458,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
1396,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING & HAVE A NICE DAY"" :)"
265,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
4836,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
930,"Awesome, lemme know whenever you're around"
3283,Wherre's my boytoy ? :-(
5121,Its just the effect of irritation. Just ignore it
2179,Haha i think i did too
2883,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
247,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
3846,i am going to bed now prin
1759,Dunno dat's wat he told me. Ok lor...
5024,Nope. I just forgot. Will show next week
4849,Pls she needs to dat slowly or she will vomit more.
924,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
2510,Unni thank you dear for the recharge..Rakhesh
269,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
670,Ü log off 4 wat. It's sdryb8i
3789,How are you holding up?
1911,Hey i will be late... i'm at amk. Need to drink tea or coffee
3201,So u workin overtime nigpun?
1153,Annoying isn't it.
4975,I'm in inside office..still filling forms.don know when they leave me.
4208,Wot is u up 2 then bitch?
4384,Yes fine
1782,Da is good good player.why he is unsold.
2308,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
2322,Oh k k:)but he is not a big hitter.anyway good
3198,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
1916,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
613,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
2573,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
2268,If you r @ home then come down within 5 min
3780,"Yes, princess. Are you going to make me moan?"
1899,2 laptop... I noe infra but too slow lar... I wan fast one
1650,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
2623,Ok but tell me half an hr b4 u come i need 2 prepare.
259,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
848,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
4395,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
1234,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1128,Hey! There's veggie pizza... :/
3318,Hanging out with my brother and his family
1968,I can send you a pic if you like :)
559,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
905,"K, wait chikku..il send aftr <#> mins"
485,"Sorry,in meeting I'll call later"
2212,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
1321,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
2519,Tiwary to rcb.battle between bang and kochi.
8,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2316,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
4421,We have pizza if u want
4536,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
1451,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
1202,Is ur paper in e morn or aft tmr?
1815,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
774,All e best 4 ur driving tmr :-)
2275,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
1012,"No my blankets are sufficient, thx"
3018,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
3734,Roger that. We‘re probably going to rem in about 20
1992,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
1278,Why nothing. Ok anyway give me treat
1784,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
3332,Good evening! How are you?
447,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
881,How is it possible to teach you. And where.
4609,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
782,"""Gimme a few"" was <#> minutes ago"
1750,"Now, whats your house # again ? And do you have any beer there ?"
3634,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
4677,Yes its possible but dint try. Pls dont tell to any one k
5041,Mode men or have you left.
4467,Send me your resume:-)
884,"We're all getting worried over here, derek and taylor have already assumed the worst"
4343,Lol yes. But it will add some spice to your day.
1092,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
4710,I think i am disturbing her da
532,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
3232,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
4196,The new deus ex game comin early next yr
3814,How are you. Its been ages. How's abj
4237,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
2291,"Thanks da thangam, i feel very very happy dear. I also miss you da."
1728,Arun can u transfr me d amt
611,Dear we got <#> dollars hi hi
571,Huh so early.. Then ü having dinner outside izzit?
2861,"<#> is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, & HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas <#> Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
3248,What time you thinkin of goin?
344,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
3218,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
4248,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
435,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
1904,Thats cool. Where should i cum? On you or in you? :)
4075,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
4389,Hey anyway i have to :-)
2070,I dont have i shall buy one dear
1538,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
3686,How? Izzit still raining?
2690,No need to buy lunch for me.. I eat maggi mee..
1518,"whatever, im pretty pissed off."
966,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
4553,Or just do that 6times
529,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
177,"Turns out my friends are staying for the whole show and won't be back til ~ <#> , so feel free to go ahead and smoke that $ <#> worth"
4886,Pls speak with me. I wont ask anything other then you friendship.
2722,Adult 18 Content Your video will be with you shortly
4442,Hi.:)technical support.providing assistance to us customer through call and email:)
573,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
2463,In sch but neva mind u eat 1st lor..
3758,He's just gonna worry for nothing. And he won't give you money its no use.
4297,"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"""
5159,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
2375,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
3443,Why i come in between you people
2765,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
2209,"<#> , that's all? Guess that's easy enough"
4773,Cuz ibored. And don wanna study
2952,"Wat time liao, where still got."
384,Yup having my lunch buffet now.. U eat already?
853,I'll text you when I drop x off
1881,The battery is for mr adewale my uncle. Aka Egbon
371,You could have seen me..i did't recognise you Face.:)
2544,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
4185,I anything lor.
4783,Yup... I havent been there before... You want to go for the yoga? I can call up to book
1106,U wake up already? Thanx 4 e tau sar piah it's quite nice.
3655,ok....take care.umma to you too...
2362,S.i think he is waste for rr..
4160,"Awesome, be there in a minute"
1337,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
2190,"I hav almost reached. Call, i m unable to connect u."
4744,K.k.this month kotees birthday know?
2624,Play w computer? Aiyah i tok 2 u lor?
3839,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
3138,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
5007,HARD BUT TRUE: How much you show & express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
1172,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
2776,"Yo, any way we could pick something up tonight?"
3269,My phone
1423,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
2506,Ok lor...
2838,Do you still have the grinder?
4296,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
1465,K:)all the best:)congrats...
875,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at <#>
2298,Oh... Kay... On sat right?
2489,"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"""
4569,Will you come online today night
1252,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
3999,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
841,In work now. Going have in few min.
3292,"Cool, text me when you head out"
582,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
205,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
1642,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
2015,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
906,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
632,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!"
3319,No it will reach by 9 only. She telling she will be there. I dont know
1975,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
163,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
3403,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
3067,Pls accept me for one day. Or am begging you change the number.
4645,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
618,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
876,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
1432,I think its far more than that but find out. Check google maps for a place from your dorm.
548,Having lunch:)you are not in online?why?
4216,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
4696,O ic lol. Should play 9 doors sometime yo
4806,Just send a text. We'll skype later.
2553,Super msg da:)nalla timing.
4079,"I can't right this second, gotta hit people up first"
2652,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
4982,"Lol, oh you got a friend for the dog ?"
1862,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
641,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
5126,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
638,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
4692,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
3706,I will be gentle princess! We will make sweet gentle love...
2309,Ok... Thanx... Gd nite 2 ü too...
3611,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
2097,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
2654,"K, wat s tht incident?"
3299,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
3936,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
3480,"Hello, As per request from <#> Rs.5 has been transfered to you"
922,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
547,O. Well uv causes mutations. Sunscreen is like essential thesedays
3928,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
1901,Nvm it's ok...
2029,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
2302,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
1886,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
1643,Hai priya are you right. What doctor said pa. Where are you.
3759,Did you get any gift? This year i didnt get anything. So bad
4967,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
2098,I know a few people I can hit up and fuck to the yes
4504,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
3816,Dont kick coco when he's down
4644,Which channel:-):-):):-).
5127,Ok which your another number
837,Going to take your babe out ?
602,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
2185,Is that on the telly? No its Brdget Jones!
4117,Just getting back home
2656,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
4452,Quite lor. But dun tell him wait he get complacent...
1583,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
